,Clase,Sobrevivió,Nombre,Sexo,Ticket,Tarifa
351,2,0,"Brown, Mr. Thomas William Solomon",Hombre,29750,39.0
352,2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Mujer,29750,39.0
353,2,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",Mujer,236853,26.0
354,2,0,"Bryhl, Mr. Kurt Arnold Gottfrid",Hombre,236853,26.0
355,2,1,"Buss, Miss. Kate",Mujer,27849,13.0
356,2,0,"Butler, Mr. Reginald Fenton",Hombre,234686,13.0
357,2,0,"Byles, Rev. Thomas Roussel Davids",Hombre,244310,13.0
358,2,1,"Bystrom, Mrs. (Karolina)",Mujer,236852,13.0
359,2,1,"Caldwell, Master. Alden Gates",Hombre,248738,29.0
360,2,1,"Caldwell, Mr. Albert Francis",Hombre,248738,29.0
361,2,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mujer,248738,29.0
362,2,1,"Cameron, Miss. Clear Annie",Mujer,F.C.C. 13528,21.0
363,2,0,"Campbell, Mr. William",Hombre,239853,0.0
364,2,0,"Carbines, Mr. William",Hombre,28424,13.0
365,2,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Mujer,244252,26.0
366,2,0,"Carter, Rev. Ernest Courtenay",Hombre,244252,26.0
367,2,0,"Chapman, Mr. Charles Henry",Hombre,248731,13.5
368,2,0,"Chapman, Mr. John Henry",Hombre,SC/AH 29037,26.0
369,2,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",Mujer,SC/AH 29037,26.0
370,2,1,"Christy, Miss. Julie Rachel",Mujer,237789,30.0
371,2,1,"Christy, Mrs. (Alice Frances)",Mujer,237789,30.0
372,2,0,"Clarke, Mr. Charles Valentine",Hombre,2003,26.0
373,2,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Mujer,2003,26.0
374,2,0,"Coleridge, Mr. Reginald Charles",Hombre,W./C. 14263,10.5
375,2,0,"Collander, Mr. Erik Gustaf",Hombre,248740,13.0
376,2,1,"Collett, Mr. Sidney C Stuart",Hombre,28034,10.5
377,2,1,"Collyer, Miss. Marjorie ""Lottie""",Mujer,C.A. 31921,26.25
378,2,0,"Collyer, Mr. Harvey",Hombre,C.A. 31921,26.25
379,2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Mujer,C.A. 31921,26.25
380,2,1,"Cook, Mrs. (Selena Rogers)",Mujer,W./C. 14266,10.5
381,2,0,"Corbett, Mrs. Walter H (Irene Colvin)",Mujer,237249,13.0
382,2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",Mujer,F.C.C. 13534,21.0
383,2,0,"Cotterill, Mr. Henry ""Harry""",Hombre,29107,11.5
384,2,0,"Cunningham, Mr. Alfred Fleming",Hombre,239853,0.0
385,2,1,"Davies, Master. John Morgan Jr",Hombre,C.A. 33112,36.75
386,2,0,"Davies, Mr. Charles Henry",Hombre,S.O.C. 14879,73.5
387,2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",Mujer,C.A. 33112,36.75
388,2,1,"Davis, Miss. Mary",Mujer,237668,13.0
389,2,0,"de Brito, Mr. Jose Joaquim",Hombre,244360,13.0
390,2,0,"Deacon, Mr. Percy William",Hombre,S.O.C. 14879,73.5
391,2,0,"del Carlo, Mr. Sebastiano",Hombre,SC/PARIS 2167,27.7208
392,2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",Mujer,SC/PARIS 2167,27.7208
393,2,0,"Denbury, Mr. Herbert",Hombre,C.A. 31029,31.5
394,2,0,"Dibden, Mr. William",Hombre,S.O.C. 14879,73.5
395,2,1,"Doling, Miss. Elsie",Mujer,231919,23.0
396,2,1,"Doling, Mrs. John T (Ada Julia Bone)",Mujer,231919,23.0
397,2,0,"Downton, Mr. William James",Hombre,28403,26.0
398,2,1,"Drew, Master. Marshall Brines",Hombre,28220,32.5
399,2,0,"Drew, Mr. James Vivian",Hombre,28220,32.5
400,2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Mujer,28220,32.5
401,2,1,"Duran y More, Miss. Asuncion",Mujer,SC/PARIS 2149,13.8583
402,2,1,"Duran y More, Miss. Florentina",Mujer,SC/PARIS 2148,13.8583
403,2,0,"Eitemiller, Mr. George Floyd",Hombre,29751,13.0
404,2,0,"Enander, Mr. Ingvar",Hombre,236854,13.0
405,2,0,"Fahlstrom, Mr. Arne Jonas",Hombre,236171,13.0
406,2,0,"Faunthorpe, Mr. Harry",Hombre,2926,26.0
407,2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",Mujer,2926,26.0
408,2,0,"Fillbrook, Mr. Joseph Charles",Hombre,C.A. 15185,10.5
409,2,0,"Fox, Mr. Stanley Hubert",Hombre,229236,13.0
410,2,0,"Frost, Mr. Anthony Wood ""Archie""",Hombre,239854,0.0
411,2,0,"Funk, Miss. Annie Clemmer",Mujer,237671,13.0
412,2,0,"Fynney, Mr. Joseph J",Hombre,239865,26.0
413,2,0,"Gale, Mr. Harry",Hombre,28664,21.0
414,2,0,"Gale, Mr. Shadrach",Hombre,28664,21.0
415,2,1,"Garside, Miss. Ethel",Mujer,243880,13.0
416,2,0,"Gaskell, Mr. Alfred",Hombre,239865,26.0
417,2,0,"Gavey, Mr. Lawrence",Hombre,31028,10.5
418,2,0,"Gilbert, Mr. William",Hombre,C.A. 30769,10.5
419,2,0,"Giles, Mr. Edgar",Hombre,28133,11.5
420,2,0,"Giles, Mr. Frederick Edward",Hombre,28134,11.5
421,2,0,"Giles, Mr. Ralph",Hombre,248726,13.5
422,2,0,"Gill, Mr. John William",Hombre,233866,13.0
423,2,0,"Gillespie, Mr. William Henry",Hombre,12233,13.0
424,2,0,"Givard, Mr. Hans Kristensen",Hombre,250646,13.0
425,2,0,"Greenberg, Mr. Samuel",Hombre,250647,13.0
426,2,0,"Hale, Mr. Reginald",Hombre,250653,13.0
427,2,1,"Hamalainen, Master. Viljo",Hombre,250649,14.5
428,2,1,"Hamalainen, Mrs. William (Anna)",Mujer,250649,14.5
429,2,0,"Harbeck, Mr. William H",Hombre,248746,13.0
430,2,1,"Harper, Miss. Annie Jessie ""Nina""",Mujer,248727,33.0
431,2,0,"Harper, Rev. John",Hombre,248727,33.0
432,2,1,"Harris, Mr. George",Hombre,S.W./PP 752,10.5
433,2,0,"Harris, Mr. Walter",Hombre,W/C 14208,10.5
434,2,1,"Hart, Miss. Eva Miriam",Mujer,F.C.C. 13529,26.25
435,2,0,"Hart, Mr. Benjamin",Hombre,F.C.C. 13529,26.25
436,2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Mujer,F.C.C. 13529,26.25
437,2,1,"Herman, Miss. Alice",Mujer,220845,65.0
438,2,1,"Herman, Miss. Kate",Mujer,220845,65.0
439,2,0,"Herman, Mr. Samuel",Hombre,220845,65.0
440,2,1,"Herman, Mrs. Samuel (Jane Laver)",Mujer,220845,65.0
441,2,1,"Hewlett, Mrs. (Mary D Kingcome) ",Mujer,248706,16.0
442,2,0,"Hickman, Mr. Leonard Mark",Hombre,S.O.C. 14879,73.5
443,2,0,"Hickman, Mr. Lewis",Hombre,S.O.C. 14879,73.5
444,2,0,"Hickman, Mr. Stanley George",Hombre,S.O.C. 14879,73.5
445,2,0,"Hiltunen, Miss. Marta",Mujer,250650,13.0
446,2,1,"Hocking, Miss. Ellen ""Nellie""",Mujer,29105,23.0
447,2,0,"Hocking, Mr. Richard George",Hombre,29104,11.5
448,2,0,"Hocking, Mr. Samuel James Metcalfe",Hombre,242963,13.0
449,2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",Mujer,29105,23.0
450,2,0,"Hodges, Mr. Henry Price",Hombre,250643,13.0
451,2,0,"Hold, Mr. Stephen",Hombre,26707,26.0
452,2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",Mujer,26707,26.0
453,2,0,"Hood, Mr. Ambrose Jr",Hombre,S.O.C. 14879,73.5
454,2,1,"Hosono, Mr. Masabumi",Hombre,237798,13.0
455,2,0,"Howard, Mr. Benjamin",Hombre,24065,26.0
456,2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",Mujer,24065,26.0
457,2,0,"Hunt, Mr. George Henry",Hombre,SCO/W 1585,12.275
458,2,1,"Ilett, Miss. Bertha",Mujer,SO/C 14885,10.5
459,2,0,"Jacobsohn, Mr. Sidney Samuel",Hombre,243847,27.0
460,2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Mujer,243847,27.0
461,2,0,"Jarvis, Mr. John Denzil",Hombre,237565,15.0
462,2,0,"Jefferys, Mr. Clifford Thomas",Hombre,C.A. 31029,31.5
463,2,0,"Jefferys, Mr. Ernest Wilfred",Hombre,C.A. 31029,31.5
464,2,0,"Jenkin, Mr. Stephen Curnow",Hombre,C.A. 33111,10.5
465,2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Mujer,SC/AH Basle 541,13.7917
466,2,0,"Kantor, Mr. Sinai",Hombre,244367,26.0
467,2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",Mujer,244367,26.0
468,2,0,"Karnes, Mrs. J Frank (Claire Bennett)",Mujer,F.C.C. 13534,21.0
469,2,1,"Keane, Miss. Nora A",Mujer,226593,12.35
470,2,0,"Keane, Mr. Daniel",Hombre,233734,12.35
471,2,1,"Kelly, Mrs. Florence ""Fannie""",Mujer,223596,13.5
472,2,0,"Kirkland, Rev. Charles Leonard",Hombre,219533,12.35
473,2,0,"Knight, Mr. Robert J",Hombre,239855,0.0
474,2,0,"Kvillner, Mr. Johan Henrik Johannesson",Hombre,C.A. 18723,10.5
475,2,0,"Lahtinen, Mrs. William (Anna Sylfven)",Mujer,250651,26.0
476,2,0,"Lahtinen, Rev. William",Hombre,250651,26.0
477,2,0,"Lamb, Mr. John Joseph",Hombre,240261,10.7083
478,2,1,"Laroche, Miss. Louise",Mujer,SC/Paris 2123,41.5792
479,2,1,"Laroche, Miss. Simonne Marie Anne Andree",Mujer,SC/Paris 2123,41.5792
480,2,0,"Laroche, Mr. Joseph Philippe Lemercier",Hombre,SC/Paris 2123,41.5792
481,2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Mujer,SC/Paris 2123,41.5792
482,2,1,"Lehmann, Miss. Bertha",Mujer,SC 1748,12.0
483,2,1,"Leitch, Miss. Jessie Wills",Mujer,248727,33.0
484,2,1,"Lemore, Mrs. (Amelia Milley)",Mujer,C.A. 34260,10.5
485,2,0,"Levy, Mr. Rene Jacques",Hombre,SC/Paris 2163,12.875
486,2,0,"Leyson, Mr. Robert William Norman",Hombre,C.A. 29566,10.5
487,2,0,"Lingane, Mr. John",Hombre,235509,12.35
488,2,0,"Louch, Mr. Charles Alexander",Hombre,SC/AH 3085,26.0
489,2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Mujer,SC/AH 3085,26.0
490,2,0,"Mack, Mrs. (Mary)",Mujer,S.O./P.P. 3,10.5
491,2,0,"Malachard, Mr. Noel",Hombre,237735,15.0458
492,2,1,"Mallet, Master. Andre",Hombre,S.C./PARIS 2079,37.0042
493,2,0,"Mallet, Mr. Albert",Hombre,S.C./PARIS 2079,37.0042
494,2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",Mujer,S.C./PARIS 2079,37.0042
495,2,0,"Mangiavacchi, Mr. Serafino Emilio",Hombre,SC/A.3 2861,15.5792
496,2,0,"Matthews, Mr. William John",Hombre,28228,13.0
497,2,0,"Maybery, Mr. Frank Hubert",Hombre,239059,16.0
498,2,0,"McCrae, Mr. Arthur Gordon",Hombre,237216,13.5
499,2,0,"McCrie, Mr. James Matthew",Hombre,233478,13.0
500,2,0,"McKane, Mr. Peter David",Hombre,28403,26.0
501,2,1,"Mellinger, Miss. Madeleine Violet",Mujer,250644,19.5
502,2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mujer,250644,19.5
503,2,1,"Mellors, Mr. William John",Hombre,SW/PP 751,10.5
504,2,0,"Meyer, Mr. August",Hombre,248723,13.0
505,2,0,"Milling, Mr. Jacob Christian",Hombre,234360,13.0
506,2,0,"Mitchell, Mr. Henry Michael",Hombre,C.A. 24580,10.5
507,2,0,"Montvila, Rev. Juozas",Hombre,211536,13.0
508,2,0,"Moraweck, Dr. Ernest",Hombre,29011,14.0
509,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Hombre,250655,26.0
510,2,0,"Mudd, Mr. Thomas Charles",Hombre,S.O./P.P. 3,10.5
511,2,0,"Myles, Mr. Thomas Francis",Hombre,240276,9.6875
512,2,0,"Nasser, Mr. Nicholas",Hombre,237736,30.0708
513,2,1,"Nasser, Mrs. Nicholas (Adele Achem)",Mujer,237736,30.0708
514,2,1,"Navratil, Master. Edmond Roger",Hombre,230080,26.0
515,2,1,"Navratil, Master. Michel M",Hombre,230080,26.0
516,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",Hombre,230080,26.0
517,2,0,"Nesson, Mr. Israel",Hombre,244368,13.0
518,2,0,"Nicholls, Mr. Joseph Charles",Hombre,C.A. 33112,36.75
519,2,0,"Norman, Mr. Robert Douglas",Hombre,218629,13.5
520,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",Hombre,SC/PARIS 2166,13.8625
521,2,1,"Nye, Mrs. (Elizabeth Ramell)",Mujer,C.A. 29395,10.5
522,2,0,"Otter, Mr. Richard",Hombre,28213,13.0
523,2,1,"Oxenham, Mr. Percy Thomas",Hombre,W./C. 14260,10.5
524,2,1,"Padro y Manent, Mr. Julian",Hombre,SC/PARIS 2146,13.8625
525,2,0,"Pain, Dr. Alfred",Hombre,244278,10.5
526,2,1,"Pallas y Castello, Mr. Emilio",Hombre,SC/PARIS 2147,13.8583
527,2,0,"Parker, Mr. Clifford Richard",Hombre,SC 14888,10.5
528,2,0,"Parkes, Mr. Francis ""Frank""",Hombre,239853,0.0
529,2,1,"Parrish, Mrs. (Lutie Davis)",Mujer,230433,26.0
530,2,0,"Pengelly, Mr. Frederick William",Hombre,28665,10.5
531,2,0,"Pernot, Mr. Rene",Hombre,SC/PARIS 2131,15.05
532,2,0,"Peruschitz, Rev. Joseph Maria",Hombre,237393,13.0
533,2,1,"Phillips, Miss. Alice Frances Louisa",Mujer,S.O./P.P. 2,21.0
534,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Mujer,250655,26.0
535,2,0,"Phillips, Mr. Escott Robert",Hombre,S.O./P.P. 2,21.0
536,2,1,"Pinsky, Mrs. (Rosa)",Mujer,234604,13.0
537,2,0,"Ponesell, Mr. Martin",Hombre,250647,13.0
538,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",Hombre,C.A. 34644,12.7375
539,2,0,"Pulbaum, Mr. Franz",Hombre,SC/PARIS 2168,15.0333
540,2,1,"Quick, Miss. Phyllis May",Mujer,26360,26.0
541,2,1,"Quick, Miss. Winifred Vera",Mujer,26360,26.0
542,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",Mujer,26360,26.0
543,2,0,"Reeves, Mr. David",Hombre,C.A. 17248,10.5
544,2,0,"Renouf, Mr. Peter Henry",Hombre,31027,21.0
545,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Mujer,31027,21.0
546,2,1,"Reynaldo, Ms. Encarnacion",Mujer,230434,13.0
547,2,0,"Richard, Mr. Emile",Hombre,SC/PARIS 2133,15.0458
548,2,1,"Richards, Master. George Sibley",Hombre,29106,18.75
549,2,1,"Richards, Master. William Rowe",Hombre,29106,18.75
550,2,1,"Richards, Mrs. Sidney (Emily Hocking)",Mujer,29106,18.75
551,2,1,"Ridsdale, Miss. Lucy",Mujer,W./C. 14258,10.5
552,2,0,"Rogers, Mr. Reginald Harry",Hombre,28004,10.5
553,2,1,"Rugg, Miss. Emily",Mujer,C.A. 31026,10.5
554,2,0,"Schmidt, Mr. August",Hombre,248659,13.0
555,2,0,"Sedgwick, Mr. Charles Frederick Waddington",Hombre,244361,13.0
556,2,0,"Sharp, Mr. Percival James R",Hombre,244358,26.0
557,2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",Mujer,230433,26.0
558,2,1,"Silven, Miss. Lyyli Karoliina",Mujer,250652,13.0
559,2,1,"Sincock, Miss. Maude",Mujer,C.A. 33112,36.75
560,2,1,"Sinkkonen, Miss. Anna",Mujer,250648,13.0
561,2,0,"Sjostedt, Mr. Ernst Adolf",Hombre,237442,13.5
562,2,1,"Slayter, Miss. Hilda Mary",Mujer,234818,12.35
563,2,0,"Slemen, Mr. Richard James",Hombre,28206,10.5
564,2,1,"Smith, Miss. Marion Elsie",Mujer,31418,13.0
565,2,0,"Sobey, Mr. Samuel James Hayden",Hombre,C.A. 29178,13.0
566,2,0,"Stanton, Mr. Samuel Ward",Hombre,237734,15.0458
567,2,0,"Stokes, Mr. Philip Joseph",Hombre,F.C.C. 13540,10.5
568,2,0,"Swane, Mr. George",Hombre,248734,13.0
569,2,0,"Sweet, Mr. George Frederick",Hombre,220845,65.0
570,2,1,"Toomey, Miss. Ellen",Mujer,F.C.C. 13531,10.5
571,2,0,"Troupiansky, Mr. Moses Aaron",Hombre,233639,13.0
572,2,1,"Trout, Mrs. William H (Jessie L)",Mujer,240929,12.65
573,2,1,"Troutt, Miss. Edwina Celia ""Winnie""",Mujer,34218,10.5
574,2,0,"Turpin, Mr. William John Robert",Hombre,11668,21.0
575,2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",Mujer,11668,21.0
576,2,0,"Veal, Mr. James",Hombre,28221,13.0
577,2,1,"Walcroft, Miss. Nellie",Mujer,F.C.C. 13528,21.0
578,2,0,"Ware, Mr. John James",Hombre,CA 31352,21.0
579,2,0,"Ware, Mr. William Jeffery",Hombre,28666,10.5
580,2,1,"Ware, Mrs. John James (Florence Louise Long)",Mujer,CA 31352,21.0
581,2,0,"Watson, Mr. Ennis Hastings",Hombre,239856,0.0
582,2,1,"Watt, Miss. Bertha J",Mujer,C.A. 33595,15.75
583,2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",Mujer,C.A. 33595,15.75
584,2,1,"Webber, Miss. Susan",Mujer,27267,13.0
585,2,0,"Weisz, Mr. Leopold",Hombre,228414,26.0
586,2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",Mujer,228414,26.0
587,2,1,"Wells, Master. Ralph Lester",Hombre,29103,23.0
588,2,1,"Wells, Miss. Joan",Mujer,29103,23.0
589,2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",Mujer,29103,23.0
590,2,1,"West, Miss. Barbara J",Mujer,C.A. 34651,27.75
591,2,1,"West, Miss. Constance Mirium",Mujer,C.A. 34651,27.75
592,2,0,"West, Mr. Edwy Arthur",Hombre,C.A. 34651,27.75
593,2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Mujer,C.A. 34651,27.75
594,2,0,"Wheadon, Mr. Edward H",Hombre,C.A. 24579,10.5
595,2,0,"Wheeler, Mr. Edwin ""Frederick""",Hombre,SC/PARIS 2159,12.875
596,2,1,"Wilhelms, Mr. Charles",Hombre,244270,13.0
597,2,1,"Williams, Mr. Charles Eugene",Hombre,244373,13.0
598,2,1,"Wright, Miss. Marion",Mujer,220844,13.5
599,2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",Mujer,248747,13.0
600,3,0,"Abbing, Mr. Anthony",Hombre,C.A. 5547,7.55
601,3,0,"Abbott, Master. Eugene Joseph",Hombre,C.A. 2673,20.25
602,3,0,"Abbott, Mr. Rossmore Edward",Hombre,C.A. 2673,20.25
603,3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",Mujer,C.A. 2673,20.25
604,3,1,"Abelseth, Miss. Karen Marie",Mujer,348125,7.65
605,3,1,"Abelseth, Mr. Olaus Jorgensen",Hombre,348122,7.65
606,3,1,"Abrahamsson, Mr. Abraham August Johannes",Hombre,SOTON/O2 3101284,7.925
607,3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",Mujer,2657,7.2292
608,3,0,"Adahl, Mr. Mauritz Nils Martin",Hombre,C 7076,7.25
609,3,0,"Adams, Mr. John",Hombre,341826,8.05
610,3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",Mujer,7546,9.475
611,3,1,"Aks, Master. Philip Frank",Hombre,392091,9.35
612,3,1,"Aks, Mrs. Sam (Leah Rosen)",Mujer,392091,9.35
613,3,1,"Albimona, Mr. Nassef Cassem",Hombre,2699,18.7875
614,3,0,"Alexander, Mr. William",Hombre,3474,7.8875
615,3,0,"Alhomaki, Mr. Ilmari Rudolf",Hombre,SOTON/O2 3101287,7.925
616,3,0,"Ali, Mr. Ahmed",Hombre,SOTON/O.Q. 3101311,7.05
617,3,0,"Ali, Mr. William",Hombre,SOTON/O.Q. 3101312,7.05
618,3,0,"Allen, Mr. William Henry",Hombre,373450,8.05
619,3,0,"Allum, Mr. Owen George",Hombre,2223,8.3
620,3,0,"Andersen, Mr. Albert Karvin",Hombre,C 4001,22.525
621,3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",Mujer,350046,7.8542
622,3,0,"Andersson, Master. Sigvard Harald Elias",Hombre,347082,31.275
623,3,0,"Andersson, Miss. Ebba Iris Alfrida",Mujer,347082,31.275
624,3,0,"Andersson, Miss. Ellis Anna Maria",Mujer,347082,31.275
625,3,1,"Andersson, Miss. Erna Alexandra",Mujer,3101281,7.925
626,3,0,"Andersson, Miss. Ida Augusta Margareta",Mujer,347091,7.775
627,3,0,"Andersson, Miss. Ingeborg Constanzia",Mujer,347082,31.275
628,3,0,"Andersson, Miss. Sigrid Elisabeth",Mujer,347082,31.275
629,3,0,"Andersson, Mr. Anders Johan",Hombre,347082,31.275
630,3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",Hombre,350043,7.7958
631,3,0,"Andersson, Mr. Johan Samuel",Hombre,347075,7.775
632,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Mujer,347082,31.275
633,3,0,"Andreasson, Mr. Paul Edvin",Hombre,347466,7.8542
634,3,0,"Angheloff, Mr. Minko",Hombre,349202,7.8958
635,3,0,"Arnold-Franchi, Mr. Josef",Hombre,349237,17.8
636,3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",Mujer,349237,17.8
637,3,0,"Aronsson, Mr. Ernst Axel Algot",Hombre,349911,7.775
638,3,0,"Asim, Mr. Adola",Hombre,SOTON/O.Q. 3101310,7.05
639,3,0,"Asplund, Master. Carl Edgar",Hombre,347077,31.3875
640,3,0,"Asplund, Master. Clarence Gustaf Hugo",Hombre,347077,31.3875
641,3,1,"Asplund, Master. Edvin Rojj Felix",Hombre,347077,31.3875
642,3,0,"Asplund, Master. Filip Oscar",Hombre,347077,31.3875
643,3,1,"Asplund, Miss. Lillian Gertrud",Mujer,347077,31.3875
644,3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",Hombre,347077,31.3875
645,3,1,"Asplund, Mr. Johan Charles",Hombre,350054,7.7958
646,3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",Mujer,347077,31.3875
647,3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",Mujer,2696,7.225
648,3,0,"Assaf, Mr. Gerios",Hombre,2692,7.225
649,3,0,"Assam, Mr. Ali",Hombre,SOTON/O.Q. 3101309,7.05
650,3,0,"Attalah, Miss. Malake",Mujer,2627,14.4583
651,3,0,"Attalah, Mr. Sleiman",Hombre,2694,7.225
652,3,0,"Augustsson, Mr. Albert",Hombre,347468,7.8542
653,3,1,"Ayoub, Miss. Banoura",Mujer,2687,7.2292
654,3,0,"Baccos, Mr. Raffull",Hombre,2679,7.225
655,3,0,"Backstrom, Mr. Karl Alfred",Hombre,3101278,15.85
656,3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Mujer,3101278,15.85
657,3,1,"Baclini, Miss. Eugenie",Mujer,2666,19.2583
658,3,1,"Baclini, Miss. Helene Barbara",Mujer,2666,19.2583
659,3,1,"Baclini, Miss. Marie Catherine",Mujer,2666,19.2583
660,3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",Mujer,2666,19.2583
661,3,1,"Badman, Miss. Emily Louisa",Mujer,A/4 31416,8.05
662,3,0,"Badt, Mr. Mohamed",Hombre,2623,7.225
663,3,0,"Balkic, Mr. Cerin",Hombre,349248,7.8958
664,3,1,"Barah, Mr. Hanna Assi",Hombre,2663,7.2292
665,3,0,"Barbara, Miss. Saiide",Mujer,2691,14.4542
666,3,0,"Barbara, Mrs. (Catherine David)",Mujer,2691,14.4542
667,3,0,"Barry, Miss. Julia",Mujer,330844,7.8792
668,3,0,"Barton, Mr. David John",Hombre,324669,8.05
669,3,0,"Beavan, Mr. William Thomas",Hombre,323951,8.05
670,3,0,"Bengtsson, Mr. John Viktor",Hombre,347068,7.775
671,3,0,"Berglund, Mr. Karl Ivar Sven",Hombre,PP 4348,9.35
672,3,0,"Betros, Master. Seman",Hombre,2622,7.2292
673,3,0,"Betros, Mr. Tannous",Hombre,2648,4.0125
674,3,1,"Bing, Mr. Lee",Hombre,1601,56.4958
675,3,0,"Birkeland, Mr. Hans Martin Monsen",Hombre,312992,7.775
676,3,0,"Bjorklund, Mr. Ernst Herbert",Hombre,347090,7.75
677,3,0,"Bostandyeff, Mr. Guentcho",Hombre,349224,7.8958
678,3,0,"Boulos, Master. Akar",Hombre,2678,15.2458
679,3,0,"Boulos, Miss. Nourelain",Mujer,2678,15.2458
680,3,0,"Boulos, Mr. Hanna",Hombre,2664,7.225
681,3,0,"Boulos, Mrs. Joseph (Sultana)",Mujer,2678,15.2458
682,3,0,"Bourke, Miss. Mary",Mujer,364848,7.75
683,3,0,"Bourke, Mr. John",Hombre,364849,15.5
684,3,0,"Bourke, Mrs. John (Catherine)",Mujer,364849,15.5
685,3,0,"Bowen, Mr. David John ""Dai""",Hombre,54636,16.1
686,3,1,"Bradley, Miss. Bridget Delia",Mujer,334914,7.725
687,3,0,"Braf, Miss. Elin Ester Maria",Mujer,347471,7.8542
688,3,0,"Braund, Mr. Lewis Richard",Hombre,3460,7.0458
689,3,0,"Braund, Mr. Owen Harris",Hombre,A/5 21171,7.25
690,3,0,"Brobeck, Mr. Karl Rudolf",Hombre,350045,7.7958
691,3,0,"Brocklebank, Mr. William Alfred",Hombre,364512,8.05
692,3,0,"Buckley, Miss. Katherine",Mujer,329944,7.2833
693,3,1,"Buckley, Mr. Daniel",Hombre,330920,7.8208
694,3,0,"Burke, Mr. Jeremiah",Hombre,365222,6.75
695,3,0,"Burns, Miss. Mary Delia",Mujer,330963,7.8792
696,3,0,"Cacic, Miss. Manda",Mujer,315087,8.6625
697,3,0,"Cacic, Miss. Marija",Mujer,315084,8.6625
698,3,0,"Cacic, Mr. Jego Grga",Hombre,315091,8.6625
699,3,0,"Cacic, Mr. Luka",Hombre,315089,8.6625
700,3,0,"Calic, Mr. Jovo",Hombre,315093,8.6625
701,3,0,"Calic, Mr. Petar",Hombre,315086,8.6625
702,3,0,"Canavan, Miss. Mary",Mujer,364846,7.75
703,3,0,"Canavan, Mr. Patrick",Hombre,364858,7.75
704,3,0,"Cann, Mr. Ernest Charles",Hombre,A./5. 2152,8.05
705,3,0,"Caram, Mr. Joseph",Hombre,2689,14.4583
706,3,0,"Caram, Mrs. Joseph (Maria Elias)",Mujer,2689,14.4583
707,3,0,"Carlsson, Mr. August Sigfrid",Hombre,350042,7.7958
708,3,0,"Carlsson, Mr. Carl Robert",Hombre,350409,7.8542
709,3,1,"Carr, Miss. Helen ""Ellen""",Mujer,367231,7.75
